salario,exp,educ,homem
400,40,7,0
666.6666666666666,40,15,0
533.3333333333334,30,7,1
466.6666666666667,36,14,0
361.1111197916667,30,12,0
66.66666666666667,8,13,0
266.6666666666667,16,7,0
533.3333333333334,40,7,0
333.3333333333333,40,12,1
166.66666666666666,24,8,0
400,45,12,1
266.6666666666667,33,11,1
533.3333333333334,40,8,1
666.6666666666666,45,7,0
300,25,7,0
533.3333333333334,24,7,1
400,40,9,0
333.3333333333333,32,15,0
500,40,12,0
533.3333333333334,15,12,0
100,15,12,1
166.66666666666666,36,9,0
66.66666666666667,15,7,0
666.6666666666666,40,7,1
266.6666666666667,36,10,0
180,8,7,1
900,30,7,0
577.7777604166666,40,12,0
146.66666666666666,15,12,1
300,8,7,0
360,29,11,0
400,49,9,1
233.33333333333334,36,9,1
466.6666666666667,40,8,0
107.33333333333333,1,12,1
266.6666666666667,36,7,1
266.6666666666667,15,7,0
366.6666666666667,50,9,0
533.3333333333334,40,14,1
666.6666666666666,30,7,0
200,30,12,1
166.66666666666666,48,12,1
133.33333333333334,30,12,0
400,40,10,0
66.66666666666667,15,9,0
766.6666666666666,36,9,0
26.666666666666668,10,7,1
533.3333333333334,30,8,1
333.3333333333333,30,4,0
533.3333333333334,40,7,1
466.6666666666667,42,8,1
266.6666666666667,30,12,1
666.6666666666666,40,12,1
390,40,15,1
180,16,9,1
533.3333333333334,32,10,1
283.3333333333333,36,10,0
600,36,12,1
183.33333333333334,30,12,0
213.33333333333334,36,12,1
147.7777734375,20,9,0
333.3333333333333,48,12,0
1333.3333333333333,48,7,1
400,45,12,0
180,8,7,1
397.2222135416667,45,12,1
133.33333333333334,25,12,0
246.66666666666666,48,12,0
253.33333333333334,42,12,0
333.3333333333333,30,9,1
180,24,12,0
610,45,12,0
333.3333333333333,15,15,0
733.3333333333334,37,7,1
33.333333333333336,1,7,0
400,40,4,1
153.33333333333334,4,12,1
426.6666666666667,50,8,0
1000,40,7,1
66.66666666666667,6,12,0
1600,48,11,1
600,40,5,1
149.33333333333334,48,10,1
666.6666666666666,40,9,1
666.6666666666666,40,10,0
200,40,12,1
213.33333333333334,28,9,0
480,44,8,1
93.33333333333333,24,2,0
313.3333333333333,35,4,1
533.3333333333334,35,12,0
33.333333333333336,30,7,0
66.66666666666667,4,12,0
466.6666666666667,16,15,1
1000,40,12,0
1000,45,10,1
40,8,12,1
266.6666666666667,40,5,0
266.6666666666667,40,13,0
200,20,5,0
266.6666666666667,25,7,0
200,17,12,0
66.66666666666667,12,15,1
566.6666666666666,40,7,0
240,40,12,1
577.7777604166666,40,10,1
1077.7778125,40,12,0
564.4444270833334,40,7,1
133.33333333333334,7,14,0
800,40,12,0
333.3333333333333,20,14,1
333.3333333333333,20,15,1
200,40,12,0
733.3333333333334,31,12,1
53.333333333333336,23,12,1
133.33333333333334,42,9,1
400,40,12,0
800,36,13,1
197.33333333333334,15,10,1
190.66666666666666,15,12,1
600,48,12,0
666.6666666666666,40,17,0
317.7777864583333,40,7,0
173.33333333333334,15,10,1
100,40,9,0
266.6666666666667,48,7,0
466.6666666666667,48,14,0
200,34,11,1
400,40,11,1
360,24,12,1
766.6666666666666,39,17,1
320,12,17,1
333.3333333333333,33,7,0
266.6666666666667,24,14,1
400,32,12,1
1004,24,9,1
200,30,9,1
333.3333333333333,35,3,1
133.33333333333334,15,15,0
160,28,14,1
400,35,12,1
466.6666666666667,28,14,0
400,20,12,1
433.3333333333333,40,12,1
200,33,12,0
666.6666666666666,45,17,0
200,35,17,0
866.6666666666666,36,15,0
133.33333333333334,40,2,1
500,35,7,0
800,48,12,1
920,37,12,1
466.6666666666667,30,15,0
160,14,12,0
666.6666666666666,48,12,1
413.3333333333333,25,7,1
120,39,9,0
26.666666666666668,8,12,0
600,48,10,0
66.66666666666667,3,12,1
160,20,10,0
200,6,7,1
628.88890625,48,12,0
333.3333333333333,24,12,1
566.6666666666666,40,12,1
62,18,12,1
266.6666666666667,35,13,0
493.3333333333333,48,12,1
826.6666666666666,40,12,1
200,48,7,1
466.6666666666667,25,12,0
400,36,14,0
200,36,12,1
666.6666666666666,46,12,1
600,48,12,0
466.6666666666667,4,12,0
66.66666666666667,4,14,1
93.33333333333333,18,12,1
133.33333333333334,11,7,0
400,40,15,0
180,30,17,0
466.6666666666667,33,17,1
40,6,17,1
192,18,12,0
166.66666666666666,50,12,0
160,21,10,1
166.66666666666666,20,11,1
600,27,7,0
153.33333333333334,8,12,1
500,40,12,1
133.33333333333334,14,10,0
400,32,7,0
466.6666666666667,30,14,1
866.6666666666666,48,12,0
433.3333333333333,30,7,0
660,48,12,1
333.3333333333333,50,12,0
666.6666666666666,8,15,0
320,40,12,0
333.3333333333333,20,12,0
400,40,12,0
353.3333333333333,24,12,1
300,25,12,0
169.33333333333334,12,7,1
533.3333333333334,42,12,0
333.3333333333333,16,12,0
333.3333333333333,24,12,0
1120,25,17,1
104,6,9,1
753.3333333333334,50,9,0
310,48,12,1
333.3333333333333,40,12,1
333.3333333333333,12,12,0
200,40,12,0
233.33333333333334,15,12,0
1066.6666666666667,40,10,1
653.3333333333334,42,16,0
200,30,12,0
153.33333333333334,20,12,0
160,40,12,0
293.3333333333333,30,12,1
266.6666666666667,46,12,1
333.3333333333333,20,13,1
633.3333333333334,20,15,0
533.3333333333334,40,8,1
266.6666666666667,12,7,1
400,30,8,0
433.3333333333333,42,10,0
133.33333333333334,36,3,1
666.6666666666666,35,9,1
1133.3333333333333,48,12,1
533.3333333333334,40,12,0
160,24,12,1
466.6666666666667,48,7,0
533.3333333333334,40,8,1
266.6666666666667,18,7,1
186.66666666666666,20,12,0
1333.3333333333333,40,9,0
533.3333333333334,40,12,0
466.6666666666667,28,12,0
400,30,12,1
533.3333333333334,32,12,0
534.4444270833334,27,12,0
133.33333333333334,3,8,0
666.6666666666666,40,12,1
533.3333333333334,40,7,1
333.3333333333333,45,12,0
250.66666666666666,20,12,1
733.3333333333334,45,15,1
400,40,14,1
400,40,12,1
100,4,13,0
600,36,12,0
187.33333333333334,50,7,1
375.555546875,48,12,0
466.6666666666667,35,14,0
200,20,13,0
466.6666666666667,48,12,0
599.11109375,48,12,1
533.3333333333334,34,12,1
466.6666666666667,5,14,0
566.6666666666666,40,8,1
716.6666666666666,39,12,0
666.6666666666666,40,15,0
722.2222395833334,45,7,0
672.2222395833334,6,NA,1
666.6666666666666,48,9,1
533.3333333333334,32,12,1
933.3333333333334,39,12,1
733.3333333333334,20,15,1
733.3333333333334,40,15,0
200,18,7,0
400,40,16,0
400,25,14,1
400,48,7,1
400,40,12,1
400,12,14,0
400,36,12,1
53.333333333333336,10,11,1
733.3333333333334,28,15,0
466.6666666666667,24,14,0
453.3333333333333,40,15,0
233.33333333333334,36,7,1
266.6666666666667,20,10,0
566.6666666666666,40,7,1
266.6666666666667,42,7,0
960,46,12,1
400,40,12,1
653.3333333333334,40,12,0
333.3333333333333,46,15,0
500,50,15,0
333.3333333333333,20,16,1
244.444453125,40,12,0
66.66666666666667,10,12,1
600,40,19,1
400,40,14,1
333.3333333333333,48,12,0
26.666666666666668,20,12,0
800,24,15,0
666.6666666666666,40,13,0
266.6666666666667,40,15,0
200,48,9,1
666.6666666666666,45,15,1
200,30,10,0
533.3333333333334,35,12,1
226.66666666666666,30,7,1
112,12,12,1
166.66666666666666,12,15,0
833.3333333333334,36,12,1
666.6666666666666,45,11,0
800,48,17,1
333.3333333333333,24,12,1
666.6666666666666,48,10,1
411.1111197916667,40,12,0
666.6666666666666,48,12,0
666.6666666666666,48,12,1
800,50,7,0
20,15,7,0
320,35,2,1
666.6666666666666,48,14,1
333.3333333333333,48,10,0
160,48,10,1
360,9,12,1
600,45,12,0
363.3333333333333,40,10,1
533.3333333333334,8,15,0
80,40,14,1
400,45,7,1
361.1111197916667,35,10,1
200,12,7,1
200,45,7,1
353.3333333333333,48,12,1
362.2222395833333,40,19,0
400,40,17,1
533.3333333333334,30,8,1
666.6666666666666,48,12,1
533.3333333333334,30,9,0
666.6666666666666,40,13,0
800,45,12,1
133.33333333333334,26,12,1
66.66666666666667,4,12,1
160,15,9,0
686.6666666666666,48,12,1
733.3333333333334,47,12,0
366.6666666666667,32,12,1
433.3333333333333,30,7,0
366.6666666666667,20,12,0
505.5555729166667,40,13,0
373.3333333333333,48,15,0
486.6666666666667,48,12,0
280,30,8,1
681.11109375,43,12,0
266.6666666666667,15,12,1
173.33333333333334,12,7,1
213.33333333333334,21,12,1
286.6666666666667,40,11,1
466.6666666666667,40,3,1
233.33333333333334,30,12,0
140.66666666666666,28,15,1
133.33333333333334,24,3,1
586.6666666666666,40,7,0
233.33333333333334,42,15,1
266.6666666666667,20,12,1
366.6666666666667,18,8,0
86.66666666666667,42,7,1
293.3333333333333,35,12,1
666.6666666666666,19,15,1
60,24,12,1
433.3333333333333,48,12,0
113.33333333333333,9,12,0
666.6666666666666,40,14,1
333.3333333333333,48,12,0
166.66666666666666,48,3,0
966.6666666666666,48,8,0
300,40,15,1
166.66666666666666,11,12,0
352,36,9,0
166.66666666666666,26,3,0
500,40,9,1
513.3333333333334,48,12,1
633.3333333333334,30,15,0
266.6666666666667,50,5,0
533.3333333333334,27,15,1
300,40,7,0
200,12,7,1
400,50,9,1
800,40,12,1
133.33333333333334,12,12,0
933.3333333333334,45,12,0
666.6666666666666,48,7,1
280,40,5,1
394.444453125,40,7,1
1333.3333333333333,25,15,1
433.3333333333333,40,12,0
166.66666666666666,30,2,1
133.33333333333334,8,12,0
200,12,12,1
533.3333333333334,24,12,1
416.6666666666667,45,16,1
66.66666666666667,36,12,1
353.3333333333333,20,9,1
400,48,11,1
866.6666666666666,35,12,0
24,8,7,1
533.3333333333334,45,7,1
140,8,13,1
800,40,12,0
466.6666666666667,16,17,1
133.33333333333334,2,7,1
200,18,12,0
966.6666666666666,50,9,0
106.66666666666667,20,9,0
266.6666666666667,40,7,1
120,24,12,0
153.33333333333334,20,7,1
533.3333333333334,44,8,0
333.3333333333333,48,11,1
300,34,12,1
253.33333333333334,40,12,0
1200,35,17,1
266.6666666666667,33,12,1
666.6666666666666,25,12,1
800,40,12,0
533.3333333333334,36,12,0
266.6666666666667,35,11,1
1000,35,7,0
613.3333333333334,45,10,1
881.1111458333334,30,12,1
166.66666666666666,42,12,0
400,45,12,1
400,45,12,0
333.3333333333333,25,12,0
333.3333333333333,40,7,1
800,48,12,0
1133.3333333333333,48,9,0
53.333333333333336,8,3,0
300,20,7,1
1083.3333333333333,48,10,0
90,16,7,0
133.33333333333334,17,8,0
200,8,8,0
866.6666666666666,40,12,1
266.6666666666667,48,9,0
333.3333333333333,45,9,1
733.3333333333334,44,12,1
66.66666666666667,24,12,0
166.66666666666666,40,7,1
753.3333333333334,47,13,1
333.3333333333333,20,12,1
576.6666666666666,48,12,1
433.3333333333333,8,12,1
600,20,15,1
333.3333333333333,32,9,0
266.6666666666667,40,7,0
460,40,12,0
400,48,11,1
600,40,7,0
533.3333333333334,36,15,1
600,40,3,0
466.6666666666667,6,12,0
600,40,15,1
400,32,7,0
400,30,12,1
666.6666666666666,42,12,1
80,7,12,1
840,33,12,0
373.3333333333333,30,8,1
213.33333333333334,20,5,0
433.3333333333333,40,17,0
433.3333333333333,25,12,1
63.333333333333336,25,12,1
80,15,12,1
533.3333333333334,48,10,1
400,48,12,1
480,36,12,1
33.333333333333336,10,7,0
533.3333333333334,40,15,0
433.3333333333333,25,17,1
600,43,10,0
533.3333333333334,35,15,0
266.6666666666667,35,12,1
333.3333333333333,24,12,1
170,25,11,0
266.6666666666667,40,7,1
960,40,12,0
266.6666666666667,40,9,1
533.3333333333334,24,9,1
733.3333333333334,44,12,0
980,39,15,1
333.3333333333333,40,12,1
800,48,15,0
500,50,11,1
200,24,12,0
400,27,12,0
266.6666666666667,12,11,1
666.6666666666666,48,11,0
200,24,11,1
333.3333333333333,30,15,0
400,30,12,1
333.3333333333333,46,8,1
653.3333333333334,50,12,0
533.3333333333334,35,12,0
133.33333333333334,4,15,1
133.33333333333334,4,15,0
733.3333333333334,48,12,1
433.3333333333333,36,7,0
200,28,16,1
100,24,14,1
466.6666666666667,40,12,1
400,40,8,0
200,30,12,0
633.3333333333334,50,6,0
66.66666666666667,2,9,1
166.66666666666666,6,12,0
240,5,9,0
600,30,12,0
266.6666666666667,40,10,0
666.6666666666666,24,10,0
800,36,13,0
600,25,12,0
333.3333333333333,20,11,1
533.3333333333334,40,13,1
600,48,12,1
466.6666666666667,23,11,0
400,40,7,0
506.6666666666667,40,17,1
466.6666666666667,30,15,0
166.66666666666666,16,0,1
533.3333333333334,31,12,0
526.6666666666666,30,12,1
566.6666666666666,45,12,1
666.6666666666666,6,17,0
400,42,12,0
1000,50,12,0
333.3333333333333,24,12,0
33.333333333333336,30,7,0
600,40,12,0
400,40,12,0
1000,40,17,1
466.6666666666667,40,7,0
466.6666666666667,48,12,0
533.3333333333334,40,12,1
822.2222395833334,40,12,0
133.33333333333334,40,12,0
200,24,12,1
466.6666666666667,30,13,1
666.6666666666666,40,12,1
566.6666666666666,44,9,0
533.3333333333334,40,NA,1
766.6666666666666,8,12,1
416.6666666666667,45,12,0
666.6666666666666,40,12,0
366.6666666666667,48,12,0
400,40,7,0
533.3333333333334,40,12,0
180,40,17,1
580,45,11,0
526.6666666666666,45,15,0
666.6666666666666,40,8,0
240,16,14,0
400,16,12,1
733.3333333333334,40,15,0
1200,17,12,0
133.33333333333334,8,12,0
400,30,12,1
666.6666666666666,48,12,0
133.33333333333334,23,12,1
686.6666666666666,40,7,0
166.66666666666666,40,5,0
666.6666666666666,32,17,0
200,45,10,1
366.6666666666667,30,12,1
573.3333333333334,15,12,1
133.33333333333334,18,12,0
133.33333333333334,18,14,1
400,48,12,1
353.3333333333333,20,17,1
33.333333333333336,10,7,1
266.6666666666667,35,7,0
360,40,9,1
566.6666666666666,40,10,1
153.33333333333334,10,7,1
666.6666666666666,30,15,1
666.6666666666666,30,15,0
433.3333333333333,40,12,1
800,30,12,0
666.6666666666666,25,16,1
600,49,7,0
586.6666666666666,30,7,0
160,40,12,1
866.6666666666666,28,7,1
640,34,17,0
273.3333333333333,20,12,0
666.6666666666666,40,9,1
533.3333333333334,45,7,0
320,36,7,0
466.6666666666667,30,12,1
466.6666666666667,32,12,1
146.66666666666666,4,11,0
1333.3333333333333,50,12,1
333.3333333333333,40,17,0
453.3333333333333,48,13,1
440,44,12,0
50,16,12,0
666.6666666666666,24,17,0
400,24,17,1
666.6666666666666,40,14,1
400,18,12,0
153.33333333333334,20,12,1
133.33333333333334,9,11,1
133.33333333333334,30,12,0
800,40,13,0
466.6666666666667,40,10,0
580,45,14,0
1000,48,12,1
300,40,12,0
213.33333333333334,48,14,0
400,40,17,1
666.6666666666666,40,17,0
166.66666666666666,3,14,0
533.3333333333334,45,12,1
800,45,15,1
300,36,9,0
577.7777604166666,45,14,1
426.6666666666667,50,9,0
722.2222395833334,48,13,1
900,47,15,1
640,50,12,0
633.3333333333334,35,12,0
533.3333333333334,40,12,1
53.333333333333336,4,7,1
420,18,7,1
306.6666666666667,32,7,1
233.33333333333334,48,9,0
266.6666666666667,30,12,1
466.6666666666667,48,12,1
666.6666666666666,48,12,0
200,12,7,1
233.33333333333334,32,15,0
1200,40,10,1
400,23,15,0
653.3333333333334,20,15,1
600,30,8,0
20,7,7,1
333.3333333333333,20,12,1
733.3333333333334,40,12,1
533.3333333333334,20,8,1
766.6666666666666,40,15,0
466.6666666666667,50,7,0
313.3333333333333,48,12,1
1000,35,7,1
133.33333333333334,30,12,1
133.33333333333334,30,12,0
866.6666666666666,30,12,0
533.3333333333334,18,12,0
93.33333333333333,8,15,0
500,36,12,0
266.6666666666667,36,13,1
106.66666666666667,20,14,1
1200,40,12,1
433.3333333333333,45,7,1
513.3333333333334,22,8,1
400,42,10,0
266.6666666666667,24,20,1
600,36,20,0
200,25,14,1
666.6666666666666,50,14,0
466.6666666666667,40,10,0
400,40,13,1
466.6666666666667,30,15,0
533.3333333333334,35,11,0
866.6666666666666,40,17,0
733.3333333333334,48,9,1
60,20,10,0
286.6666666666667,48,7,0
86.66666666666667,48,7,0
266.6666666666667,36,7,0
333.3333333333333,25,12,0
1000,48,12,0
333.3333333333333,48,14,0
693.3333333333334,45,12,0
653.3333333333334,36,12,1
586.6666666666666,42,7,0
666.6666666666666,44,12,0
1083.3333333333333,48,11,0
100,48,12,0
340,38,12,0
183.33333333333334,40,10,0
253.33333333333334,20,12,1
466.6666666666667,40,17,1
466.6666666666667,40,12,0
466.6666666666667,30,15,0
466.6666666666667,32,12,1
466.6666666666667,40,7,0
466.6666666666667,30,11,1
466.6666666666667,40,12,1
466.6666666666667,15,15,1
800,45,15,1
733.3333333333334,20,15,0
160,25,12,0
360,45,12,0
146.66666666666666,4,1,0
1066.6666666666667,36,9,1
153.33333333333334,8,12,1
1216.6666666666667,45,15,0
468.88890625,40,12,1
66.66666666666667,14,8,1
1046.6666666666667,48,11,0
253.33333333333334,20,13,1
533.3333333333334,16,12,0
166.66666666666666,36,10,0
526.6666666666666,45,11,0
126.66666666666667,48,12,0
566.6666666666666,30,12,1
286.6666666666667,45,7,0
593.3333333333334,45,12,0
600,45,12,1
333.3333333333333,40,12,1
733.3333333333334,40,15,0
533.3333333333334,40,15,1
26.666666666666668,15,7,0
200,50,9,1
466.6666666666667,30,9,1
880,27,17,0
500,30,12,1
566.6666666666666,35,12,0
200,20,12,0
933.3333333333334,45,12,1
213.33333333333334,40,12,1
400,18,7,1
533.3333333333334,45,12,0
866.6666666666666,50,17,1
533.3333333333334,36,15,0
366.6666666666667,28,11,1
446.6666666666667,40,12,0
866.6666666666666,40,8,1
1083.3333333333333,36,15,0
133.33333333333334,40,15,1
466.6666666666667,30,14,1
460,33,7,0
600,48,12,1
600,45,7,1
200,30,11,0
416.6666666666667,40,15,1
233.33333333333334,40,12,1
546.6666666666666,45,12,0
333.3333333333333,16,12,0
182,21,13,1
526.6666666666666,25,15,1
533.3333333333334,16,12,0
680,50,12,0
466.6666666666667,20,14,1
800,44,12,1
1200,50,9,0
300,18,9,1
666.6666666666666,13,7,1
466.6666666666667,40,12,0
266.6666666666667,30,12,0
133.33333333333334,20,7,0
666.6666666666666,40,9,1
200,30,14,1
346.6666666666667,30,15,0
233.33333333333334,21,14,0
266.6666666666667,20,12,0
533.3333333333334,40,9,0
586.6666666666666,40,7,0
160,25,12,0
100,15,7,0
360,30,10,0
53.333333333333336,3,12,0
350,45,16,0
422.2222135416667,48,14,1
200,40,7,0
266.6666666666667,50,7,0
533.3333333333334,18,17,0
400,30,14,1
533.3333333333334,40,17,0
960,44,7,1
333.3333333333333,35,7,0
333.3333333333333,36,12,0
1266.6666666666667,45,12,0
533.3333333333334,40,9,0
400,30,12,0
533.3333333333334,45,11,0
400,30,15,0
148.66666666666666,24,12,0
1333.3333333333333,45,15,0
800,24,7,0
566.6666666666666,40,7,0
500,40,12,0
600,30,12,1
400,40,12,1
466.6666666666667,40,12,1
320,20,12,1
800,32,17,0
600,45,9,0
506.6666666666667,20,15,1
580,45,14,0
933.3333333333334,40,14,1
666.6666666666666,45,17,0
1406.6666666666667,30,14,1
192,12,7,1
266.6666666666667,30,12,0
166.66666666666666,48,12,0
266.6666666666667,48,12,1
333.3333333333333,36,12,1
500,6,12,1
400,30,12,1
200,30,7,0
433.3333333333333,28,12,1
146.66666666666666,20,7,0
800,50,12,1
466.6666666666667,50,12,1
233.33333333333334,40,7,0
560,45,16,0
600,40,11,1
220,43,9,1
333.3333333333333,6,12,0
200,48,7,0
320,15,7,1
800,48,12,1
1200,40,9,1
333.3333333333333,40,8,0
693.3333333333334,45,12,1
800,14,10,0
733.3333333333334,40,17,0
66.66666666666667,7,13,1
213.33333333333334,32,12,0
616.6666666666666,40,16,0
846.6666666666666,45,8,1
366.6666666666667,36,7,0
266.6666666666667,16,12,0
1083.3333333333333,48,15,1
1100,48,9,0
600,40,12,1
60,40,13,1
666.6666666666666,44,12,0
493.3333333333333,17,15,1
333.3333333333333,50,16,1
216.66666666666666,23,11,1
633.3333333333334,40,13,0
1000,40,12,0
166.66666666666666,25,15,1
533.3333333333334,48,12,1
800,48,12,1
766.6666666666666,40,15,1
533.3333333333334,40,15,1
66.66666666666667,40,12,0
733.3333333333334,40,14,0
800,14,0,1
540,40,15,0
666.6666666666666,28,9,1
400,34,14,0
466.6666666666667,40,12,1
500,40,12,0
377.7777864583333,40,12,0
900,50,17,0
1200,40,7,1
466.6666666666667,40,12,0
360,40,11,1
646.6666666666666,26,11,1
333.3333333333333,40,11,0
280,40,11,1
653.3333333333334,40,12,0
533.3333333333334,45,12,0
426.6666666666667,45,7,1
80,20,12,1
1155.5555208333333,45,14,1
333.3333333333333,48,15,1
500,36,12,0
500,30,13,0
500,40,12,1
433.3333333333333,50,12,0
200,40,12,1
466.6666666666667,24,12,1
340,45,11,1
566.6666666666666,40,12,1
933.3333333333334,48,7,0
53.333333333333336,12,15,1
533.3333333333334,30,7,1
256,12,12,1
1311.1111458333332,42,7,1
133.33333333333334,6,9,1
160,27,7,0
866.6666666666666,42,12,0
373.3333333333333,15,12,0
200,25,7,1
200,25,12,0
53.333333333333336,7,12,0
600,48,13,1
533.3333333333334,40,15,0
266.6666666666667,40,10,1
666.6666666666666,40,12,1
800,40,3,1
180,40,17,1
533.3333333333334,21,7,1
166.66666666666666,28,14,0
406.6666666666667,10,7,1
533.3333333333334,45,12,1
333.3333333333333,12,7,0
353.3333333333333,18,12,1
506.6666666666667,40,14,1
506.6666666666667,30,15,1
133.33333333333334,17,15,1
533.3333333333334,48,12,1
666.6666666666666,45,16,1
133.33333333333334,14,11,1
133.33333333333334,14,12,0
200,36,7,0
366.6666666666667,36,7,0
466.6666666666667,35,12,1
593.3333333333334,48,12,1
133.33333333333334,10,10,1
1066.6666666666667,48,12,1
100,35,12,0
800,37,12,0
1333.3333333333333,45,12,0
133.33333333333334,30,12,1
480,33,10,0
437.3333333333333,39,12,0
266.6666666666667,45,15,0
66.66666666666667,45,17,0
520,30,14,1
33.333333333333336,15,7,0
600,30,15,0
366.6666666666667,25,15,0
600,20,15,1
666.6666666666666,40,12,0
466.6666666666667,40,12,1
1200,40,11,0
866.6666666666666,50,12,0
166.66666666666666,30,12,0
233.33333333333334,40,9,1
160,30,12,1
100,30,12,0
146.66666666666666,10,12,0
666.6666666666666,45,0,0
513.3333333333334,23,15,0
1333.3333333333333,46,12,1
666.6666666666666,42,12,0
1000,40,12,0
466.6666666666667,40,12,1
180,40,17,0
800,40,17,0
160,40,17,0
600,45,7,0
533.3333333333334,45,12,1
1266.6666666666667,50,15,0
333.3333333333333,40,9,1
320,44,15,0
733.3333333333334,40,12,0
1000,4,12,1
20,4,14,1
1066.6666666666667,45,12,0
400,48,13,0
400,36,15,1
666.6666666666666,44,12,1
1666.6666666666667,36,15,0
256,16,12,1
666.6666666666666,20,13,1
233.33333333333334,5,NA,0
513.3333333333334,12,12,1
93.33333333333333,20,12,0
333.3333333333333,40,12,1
300,6,15,1
733.3333333333334,45,12,1
466.6666666666667,40,12,0
466.6666666666667,40,12,1
133.33333333333334,9,12,0
1000,45,9,0
333.3333333333333,25,14,1
500,48,12,0
466.6666666666667,37,12,0
1200,48,7,1
533.3333333333334,40,12,0
213.33333333333334,36,9,0
200,48,10,1
600,5,10,1
933.3333333333334,40,13,0
666.6666666666666,40,12,0
400,36,4,1
600,48,7,1
533.3333333333334,40,7,0
440,45,12,1
600,40,12,1
983.3333333333334,40,15,1
533.3333333333334,40,15,0
400,30,13,1
733.3333333333334,37,15,0
1133.3333333333333,40,16,0
533.3333333333334,40,12,1
944.4444791666666,40,12,0
1200,48,12,1
200,21,15,1
433.3333333333333,30,12,1
466.6666666666667,44,7,1
500,48,12,1
1066.6666666666667,40,15,0
300,24,12,0
486.6666666666667,45,12,1
500,48,9,0
466.6666666666667,48,12,1
466.6666666666667,30,17,1
266.6666666666667,36,12,1
466.6666666666667,36,14,1
1033.3333333333333,40,12,0
333.3333333333333,28,10,0
66.66666666666667,49,7,0
33.333333333333336,36,7,1
133.33333333333334,44,15,1
400,45,7,0
633.3333333333334,45,12,1
800,45,15,1
572.2222395833334,30,15,1
666.6666666666666,48,15,1
333.3333333333333,28,12,0
533.3333333333334,20,12,1
400,20,7,1
666.6666666666666,40,12,1
333.3333333333333,40,8,0
333.3333333333333,18,12,0
466.6666666666667,41,12,1
513.3333333333334,36,14,1
466.6666666666667,36,12,1
933.3333333333334,40,0,0
533.3333333333334,48,12,0
966.6666666666666,45,12,0
80,18,12,1
400,44,12,0
266.6666666666667,36,7,1
133.33333333333334,20,7,0
333.3333333333333,40,17,1
533.3333333333334,40,14,1
666.6666666666666,34,14,1
526.6666666666666,34,16,1
526.6666666666666,26,15,1
526.6666666666666,48,10,0
266.6666666666667,40,7,0
466.6666666666667,25,13,1
533.3333333333334,30,12,0
788.88890625,48,12,0
194.44444010416666,9,12,0
200,20,11,0
533.3333333333334,42,17,1
800,48,12,1
466.6666666666667,18,15,1
106.66666666666667,7,7,1
666.6666666666666,48,7,0
533.3333333333334,30,12,1
258.6666666666667,30,13,0
466.6666666666667,35,17,0
1000,48,10,1
733.3333333333334,40,12,0
800,30,15,1
666.6666666666666,40,11,0
600,50,13,1
533.3333333333334,48,8,1
466.6666666666667,40,12,1
800,40,6,1
360,30,10,0
1066.6666666666667,40,15,0
466.6666666666667,40,11,0
433.3333333333333,46,19,0
233.33333333333334,48,12,0
545.5555729166666,40,17,0
216.66666666666666,16,15,1
1066.6666666666667,40,12,1
186.66666666666666,40,7,0
333.3333333333333,40,12,0
873.3333333333334,20,15,1
560,48,13,0
533.3333333333334,40,14,1
533.3333333333334,40,12,0
533.3333333333334,40,13,0
533.3333333333334,45,12,1
533.3333333333334,27,14,0
533.3333333333334,48,14,0
533.3333333333334,40,10,0
666.6666666666666,45,8,1
400,40,10,1
466.6666666666667,40,12,1
333.3333333333333,40,12,1
706.6666666666666,28,12,1
160,40,12,0
1066.6666666666667,40,7,0
433.3333333333333,45,12,0
600,24,15,0
666.6666666666666,50,12,1
151.33333333333334,20,12,1
400,40,17,1
800,40,17,1
844.4444270833334,40,12,1
320,25,12,1
410.6666666666667,36,14,1
666.6666666666666,40,15,1
166.66666666666666,24,12,1
320,11,12,0
533.3333333333334,48,9,0
333.3333333333333,45,11,1
666.6666666666666,45,12,1
466.6666666666667,30,12,1
1000,48,12,1
266.6666666666667,40,17,0
153.33333333333334,12,12,0
933.3333333333334,48,12,1
400,48,13,0
666.6666666666666,48,14,0
666.6666666666666,48,12,1
800,45,7,1
866.6666666666666,40,14,0
666.6666666666666,45,17,1
800,40,12,1
200,10,15,1
466.6666666666667,40,15,1
533.3333333333334,40,15,0
666.6666666666666,48,7,1
533.3333333333334,20,15,1
1000,21,12,1
466.6666666666667,45,12,0
100,6,10,0
540,40,19,0
1000,50,16,0
466.6666666666667,50,13,0
240,20,9,0
500,42,10,0
433.3333333333333,48,12,1
200,18,9,0
1093.3333333333333,40,15,0
1200,44,17,1
600,40,15,1
533.3333333333334,36,17,1
866.6666666666666,32,7,1
533.3333333333334,40,15,0
1333.3333333333333,40,9,1
666.6666666666666,36,12,0
666.6666666666666,36,12,0
400,40,12,0
580,48,14,1
733.3333333333334,40,17,1
733.3333333333334,50,12,0
200,48,12,1
546.6666666666666,6,12,0
546.6666666666666,25,12,1
533.3333333333334,40,12,1
466.6666666666667,40,15,1
1155.5555208333333,40,17,1
200,46,15,0
1100,27,7,1
360,18,12,0
1100,37,12,1
400,40,12,0
621.11109375,35,15,1
733.3333333333334,50,17,1
450,45,12,0
574.6666666666666,50,12,1
233.33333333333334,25,15,0
333.3333333333333,40,12,0
1200,45,12,0
600,45,17,1
600,48,15,1
933.3333333333334,42,15,1
1000,40,12,1
